,unpriv,priv,SUM
TP,5171.0,6531.0,11702.0
TN,52226.0,49966.0,102192.0
FP,3304.0,3434.0,6738.0
FN,10519.0,11289.0,21808.0
size,71220.0,71220.0,142440.0
accuracy_equality,0.8059112608817748,0.7932743611345128,1.5991856220162877
opportunity_equality,0.3295729764181007,0.3664983164983165,0.6960712929164172
predictive_equality,0.059499369710066634,0.06430711610486892,0.12380648581493556
statistical_parity,0.11899747262005055,0.13991856220162877,0.2589160348216793
predictive_parity,0.6101474926253687,0.6553938785750125,1.2655413712003813
neg_predictive_parity,0.8323531755518369,0.8157048404211901,1.648058015973027
treatment equality,0.0887484657050048,0.10151056860561292,0.19025903431061772
